0.1,0.1,0.0663875442
0.1,0.2,0.0371401388
0.1,0.3,0.0092447925
0.1,0.4,0.0019256858
0.1,0.5,0.0002745481
0.1,0.6,0.00024512
0.1,0.7,0.0001189924
0.1,0.8,6.20683267831003E-005
0.1,0.9,4.02205154331466E-005
0.1,1,2.55745444031266E-005
0.2,0.1,0.8812049
0.2,0.2,0.7866836366
0.2,0.3,0.1241487495
0.2,0.4,0.015347296
0.2,0.5,0.0039794968
0.2,0.6,0.0016023421
0.2,0.7,0.0007844506
0.2,0.8,0.0004368344
0.2,0.9,0.0002617715
0.2,1,0.00018252
0.3,0.1,0.9999464716
0.3,0.2,0.9922062212
0.3,0.3,0.9205332114
0.3,0.4,0.2828198657
0.3,0.5,0.0563784187
0.3,0.6,0.0164784481
0.3,0.7,0.0068456755
0.3,0.8,0.0035993411
0.3,0.9,0.0021148908
0.3,1,0.0013507225
0.4,0.1,0.9999849042
0.4,0.2,0.9999504487
0.4,0.3,0.9900345271
0.4,0.4,0.8832107604
0.4,0.5,0.3943148494
0.4,0.6,0.119390544
0.4,0.7,0.0431892589
0.4,0.8,0.0190110398
0.4,0.9,0.0102057508
0.4,1,0.0062427446
0.5,0.1,0.9999985008
0.5,0.2,0.999970951
0.5,0.3,0.9971057899
0.5,0.4,0.9745352872
0.5,0.5,0.8768760852
0.5,0.6,0.5301019284
0.5,0.7,0.1883116399
0.5,0.8,0.0759711479
0.5,0.9,0.0396121522
0.5,1,0.0250831548
0.6,0.1,0.9999989476
0.6,0.2,0.9999822874
0.6,0.3,0.9987458746
0.6,0.4,0.9910485069
0.6,0.5,0.955121065
0.6,0.6,0.8449779789
0.6,0.7,0.5812261357
0.6,0.8,0.2329512763
0.6,0.9,0.0972317543
0.6,1,0.0788738286
0.7,0.1,0.99999935
0.7,0.2,0.9999863026
0.7,0.3,0.9992804774
0.7,0.4,0.9959661399
0.7,0.5,0.9805134642
0.7,0.6,0.932013813
0.7,0.7,0.8413256979
0.7,0.8,0.5701696172
0.7,0.9,0.2823572309
0.7,1,0.7446393408
0.8,0.1,0.9999354385
0.8,0.2,0.9999867226
0.8,0.3,0.9995066183
0.8,0.4,0.9979105775
0.8,0.5,0.9916287112
0.8,0.6,0.967004761
0.8,0.7,0.9139353
0.8,0.8,0.7971854201
0.8,0.9,0.5640386455
0.8,1,0.2903055975
0.9,0.1,0.9999996118
0.9,0.2,0.9998900917
0.9,0.3,0.9996060512
0.9,0.4,0.9986106809
0.9,0.5,0.9945672691
0.9,0.6,0.9809440933
0.9,0.7,0.9498383406
0.9,0.8,0.8826815211
0.9,0.9,0.7796475033
0.9,1,0.5286153341
1,0.1,0.9999997442
1,0.2,0.9998999231
1,0.3,0.9997193607
1,0.4,0.99898891
1,0.5,0.9964837976
1,0.6,0.9889668064
1,0.7,0.9655218306
1,0.8,0.9099217659
1,0.9,0.8925243918
1,1,0.7504258961
