0.1,0.1,0.0651248247
0.1,0.2,0.0360316881
0.1,0.3,0.0146920793
0.1,0.4,0.0025922204
0.1,0.5,0.0007714482
0.1,0.6,0.0003142173
0.1,0.7,0.000144469
0.1,0.8,7.43687606980655E-005
0.1,0.9,4.50310797690568E-005
0.1,1,3.00148451412823E-005
0.2,0.1,0.8301013744
0.2,0.2,0.1681491298
0.2,0.3,0.1082970983
0.2,0.4,0.0149853721
0.2,0.5,0.0041401185
0.2,0.6,0.0016635868
0.2,0.7,0.000772267
0.2,0.8,0.0004351622
0.2,0.9,0.0002481518
0.2,1,0.0001567351
0.3,0.1,0.999976318
0.3,0.2,0.9999282374
0.3,0.3,0.9383223191
0.3,0.4,0.2279845035
0.3,0.5,0.0529279064
0.3,0.6,0.0180551425
0.3,0.7,0.0073111766
0.3,0.8,0.0038598463
0.3,0.9,0.0024569143
0.3,1,0.001444649
0.4,0.1,0.9999974379
0.4,0.2,0.9999733578
0.4,0.3,0.9989101004
0.4,0.4,0.9177310196
0.4,0.5,0.3740480064
0.4,0.6,0.1055810549
0.4,0.7,0.0419472431
0.4,0.8,0.0199039064
0.4,0.9,0.0132441584
0.4,1,0.006976608
0.5,0.1,0.9999986152
0.5,0.2,0.9999876463
0.5,0.3,0.9997165335
0.5,0.4,0.979792919
0.5,0.5,0.882006875
0.5,0.6,0.6369117605
0.5,0.7,0.1684138693
0.5,0.8,0.0727546705
0.5,0.9,0.0463645539
0.5,1,0.0242916706
0.6,0.1,0.9999992862
0.6,0.2,0.9999964
0.6,0.3,0.9998693869
0.6,0.4,0.993631915
0.6,0.5,0.9636503553
0.6,0.6,0.8680763658
0.6,0.7,0.567452882
0.6,0.8,0.2291245636
0.6,0.9,0.1218596204
0.6,1,0.0701237583
0.7,0.1,0.9999993916
0.7,0.2,0.9999971339
0.7,0.3,0.9998909367
0.7,0.4,0.9968398996
0.7,0.5,0.9839900603
0.7,0.6,0.9473159762
0.7,0.7,0.8672040072
0.7,0.8,0.6024881929
0.7,0.9,0.2848688733
0.7,1,0.1663118674
0.8,0.1,0.9999994492
0.8,0.2,0.9999977403
0.8,0.3,0.9999127756
0.8,0.4,0.9996494834
0.8,0.5,0.9920677664
0.8,0.6,0.9705013734
0.8,0.7,0.9247251426
0.8,0.8,0.8041245557
0.8,0.9,0.6434334237
0.8,1,0.3034487313
0.9,0.1,0.9999995613
0.9,0.2,0.9999982614
0.9,0.3,0.9999244654
0.9,0.4,0.9989191521
0.9,0.5,0.996195779
0.9,0.6,0.9844706423
0.9,0.7,0.9506011864
0.9,0.8,0.8949728119
0.9,0.9,0.7878019936
0.9,1,0.5968664928
1,0.1,0.999999645
1,0.2,0.9999959033
1,0.3,0.9997504413
1,0.4,0.9991411603
1,0.5,0.9969191378
1,0.6,0.9900511909
1,0.7,0.9723794751
1,0.8,0.9392039699
1,0.9,0.8669784552
1,1,0.7750198074
